draw,f_auto,theta_roo,theta_woo,theta_min,temperature_exponent,d_onset,cr_onset,d_fall,cr_fall,c_lf,lma,ceff,c_lab_0,c_fol_0,c_roo_0,c_woo_0,rh_ref,f_som,theta_lit,theta_som,c_lit_0,c_som_0,f_lab,f_fol,f_roo,f_woo,failure_reason
10,0.5734018747547605,0.003086371921604577,0.0002229577121506962,0.00967625077808686,0.07955469854344428,180.69097092707239,22.046566723541485,129.20298282968773,72.79228765804689,0.8380878200709312,10.563262835018817,32.927150024322174,1425.6754633452388,623.1584459838558,530.4449671736622,91833.73049766594,0.6711441002588314,0.6996983562972173,0.0011273040820324143,0.00013324991332426463,178.7855465809952,3524.1930900690945,0.17251560524976348,0.0009026115416773364,0.19745589601096883,0.0557240124428299,|NEE| >30
11,0.6946849096013655,0.006918596740490907,0.00042545975827104366,0.006774147123128689,0.07586774291980986,348.75026484070617,43.03363119433993,144.652631806029,113.0785923741867,0.16359352102551517,168.6631018301236,52.20267448044792,294.8403779947945,1518.4324726013463,813.2246225813642,17908.08275182597,0.6268319612327261,0.5851281761919045,0.0021814820970031696,4.731423838556173e-05,119.21020086989449,7751.937995198167,0.04830603017642744,0.00016557049070663914,0.21251323670171174,0.04433025302978869,
12,0.6639994389856849,0.009473003398026671,0.0007407349711671965,0.0018469067057227194,0.07396296447101654,130.2725918797799,78.71391428730391,135.4914020881881,54.97795136855519,0.7976043307697032,182.79909909285183,53.33738828475699,469.8564887755934,805.2026483120005,727.0183245450885,20303.75150681927,0.6370592994555004,0.7925367263297611,0.0024920108272983815,0.00012912251447070593,53.03604877607627,3910.184786425752,0.13336598968031374,0.09573248476275742,0.04068949316416824,0.06621259340707576,
13,0.5983556210608012,0.0007628188495927605,0.000749704611017822,0.009093008173977566,0.02239589802421496,340.18568692917535,83.19264814907773,118.85821231161313,92.09425749412979,0.7751713313172847,116.1381724642851,95.14771571700193,1994.6314271586468,313.6696998407986,1766.6428553168214,74360.85722062954,0.5693175348601995,0.5458162837574546,0.0023540206737736368,6.718659690069889e-05,109.84387545345533,4625.071003590551,0.07739752293175331,0.17264843098200622,0.11674353617181628,0.03485488885362301,
14,0.4309952682377456,0.006917162856244822,0.0004319412618321779,0.0012947922262068153,0.07441048557147378,158.73615850014997,67.40501237672089,21.817801722606387,137.93300060696598,0.8495500693538938,92.5587119350273,66.95006821850401,1038.1893388620474,1674.6671543758428,1054.2975453454596,11274.988646819884,0.6135265037018152,0.5528254281716591,0.0013686360779901667,4.378187791305023e-05,200.45756210159567,7746.8822323520835,0.07409404902529096,0.16850081054165722,0.2164874282015189,0.10992244399378735,
15,0.4993995044663733,0.007067565216088107,0.0005232814221732222,0.0042764051242005175,0.020295691623322162,45.494908255580896,75.98455066958101,119.79319554342898,145.31638947223132,0.811313203443896,13.97760673434966,55.097995597003894,456.60423510406656,1504.3831465006251,919.7980200344833,68268.29294452017,0.716274145328707,0.6379236047602848,0.0023025002169511123,6.0179834638591186e-05,112.63667149071661,7592.712534501867,0.13833587412018317,0.18865811659494333,0.13952055236513813,0.03408595245336212,
16,0.6407030422459513,0.005062536068590345,0.00034300656668830124,0.009487002024885739,0.07518480191591104,31.830149799530858,72.03355015278262,148.28193085084075,125.06418697210805,0.12704973070160955,149.16865911323015,30.712017082224552,1891.869956066056,650.34445454879,1565.1020958389613,47552.896118065764,0.6483243138869677,0.8842542278741474,0.0025447476617755363,5.38006222234675e-05,29.488502701463442,10655.704188828027,0.018223395781635367,0.08258695366805961,0.028984999696301784,0.22950160860805194,
17,0.5174820759006613,0.007929813427782935,0.00026815946882769186,0.00857498268662467,0.02143040218797791,253.92524544750285,61.9541658865957,89.41456914474091,145.4241924598998,0.9180608171050422,14.035776003810275,36.73863304162351,510.86667813656646,813.5340606638351,384.78554395827393,45102.24400104635,0.6082755984014482,0.5827218271350675,0.00246017862047912,0.00010413425447911382,103.17142348381527,3403.8316198178713,0.23269085808162276,0.16767363678595817,0.07940460528657022,0.002748823945187553,
18,0.5321364016926725,0.005148924151533855,0.0006457469330079005,0.008431573704282365,0.04570673906765954,217.85029865166655,66.40566074257633,362.65184724110145,93.3320350333483,0.4608875358188498,379.68087687738523,85.62240479452615,1897.9956391227577,1899.747268431642,563.7311874037682,44287.1954509467,0.6812767740932743,0.7554746342583007,0.0017571440102300917,7.259328124896658e-05,94.80694319110965,7090.013192427754,0.04393911978022452,0.000372543554197851,0.05309416094680777,0.3704577740260973,
19,0.5147546471118718,0.0007100663203491632,0.00041290113213335983,0.0035574712167047197,0.05051020330907212,276.3527325983524,13.5579421200197,294.8007077208325,136.1470211118371,0.18134717202331163,227.85060952472747,25.615109173990085,114.50125284596581,186.30002725829036,1943.5880903224327,62448.664280055404,0.572168726665069,0.7931766013177024,0.0012592459737367288,9.000909780462567e-05,93.97519081790854,5042.055270696803,0.1039079762926192,0.18733002327870474,0.08984108754581752,0.1041662657709868,
20,0.6761020492659107,0.0093688753972757,0.000393080764855809,0.00031642440709094905,0.07617436685599104,66.00869535890726,80.66635574615228,89.46077904487711,137.76147131099117,0.6170620408521983,274.4576585139339,10.780637874860426,1287.4084560153472,1999.7040952689167,1681.2894490235624,29668.183254892043,0.562792262645201,0.7816257340900382,0.001008080173161171,7.841018821738368e-05,121.91425889228668,5610.149974524915,0.05178811455444965,0.04086391180074301,0.08444720568939794,0.14679871868949873,
21,0.36545384716053264,0.0005021277923614838,0.0008176241433419983,0.007691959360809882,0.05889213760734803,24.5912051726094,97.07106330947396,60.416926079277715,28.323475003066218,0.9697496511935559,341.26605376260017,53.825561088318565,1430.945403918956,1234.3548707133994,430.6357819045949,26342.35855179342,0.5200167695145151,0.897374985374122,0.002220262858426536,0.00011138155559893155,24.036220925187695,4189.652752002528,0.052397820285432405,0.09993446336453939,0.17219141733506368,0.31002245185443195,
22,0.39767597269772,0.0032086268343211803,0.0007469931816709687,0.005762718086033986,0.028666836238428983,111.60609827009736,88.50136082240759,314.26345434694645,37.92827691746628,0.7883018172947234,258.011933066221,27.7689474267099,350.38150793771774,1217.3237238200259,1447.9510379152882,28266.69406208977,0.6963237532150859,0.5790870714564981,0.0025650178203787976,0.00012507012060223357,114.26496449715941,3224.0480867315982,0.34881163990071545,0.1598841972137407,0.06143551546610221,0.032192674721721694,
23,0.6544703030857228,0.00832434125509727,0.0006166337409027827,0.0011125431965344247,0.03581909934788088,179.22666771736047,77.60917234034882,48.5257542093922,102.78710817928342,0.8559764974803492,70.02655923027893,70.78789715018277,232.04793698917462,1599.808475157485,620.782588338678,90217.82674836376,0.49672273156819424,0.611485711754448,0.002416787048216007,3.446247009118713e-05,79.85142036120135,8813.612380479484,0.013597857319918413,0.12807193719582188,0.0913234593586604,0.11253644303987645,
24,0.5100761223621949,0.0013507366441284563,0.0005721302725194972,0.008581466863941269,0.04543997880955769,147.59614582086866,20.04132223765698,179.55541623924785,99.94490748371398,0.36486354651938363,106.70206199142,95.52551774335203,486.56169451193193,1862.4642731844065,1406.7982479202271,70500.90346805526,0.7021606387216277,0.5106830698285987,0.0013016546548772884,9.630435364643195e-05,263.9556405680028,3723.4199381229714,0.1728797308482929,0.06599039512629008,0.072707406569213,0.1783463450940091,
25,0.4301875614016883,0.0009035632817493878,0.00016358953220114015,0.003436229006861237,0.034080964024951824,60.20924286074323,53.73170351208507,169.3544582750083,94.18764947437194,0.9109184899385934,112.95797115807633,67.23100342584101,1685.7944870749834,754.1629867278534,202.01571183450508,45239.42480711991,0.7255339823772105,0.7335587576977578,0.0023823003391094557,7.612283721709979e-05,81.14517402509392,6991.618103543022,0.12040645504377281,0.04301740961007113,0.35706838107247024,0.04932019287199751,
26,0.6373079576620073,0.0023010026344655477,9.099161092862863e-05,0.0017991094157225498,0.05703547557804502,38.222406687193164,79.21822739993988,290.71015717249935,122.75484283230273,0.5307272598329305,164.06332313724556,27.929690053665308,1709.7571492577554,1948.1406772941066,1873.8505266177149,21560.352516238745,0.7326482316827444,0.6266535454174833,0.0012560909535929022,9.440546964547835e-05,217.76418257969098,4863.241649577783,0.12414154462758849,0.007683041662693992,0.016726574390599023,0.2141408816571112,
27,0.6001323901876104,0.006636086136716034,0.00024401919265961246,0.009884804554425475,0.03855496559008707,266.76808995490484,22.19092522563249,93.07519718029322,113.29796509811334,0.40811281539284733,110.1383417016411,83.35068714117088,617.2037058770669,1290.0446599958977,764.1895082528761,90683.3732289609,0.6859063896757392,0.5250651610943374,0.0022976543782964737,5.6151413900674434e-05,141.77974013939266,6413.828681638981,0.15432038042095192,0.12035284008367843,0.01616494994068618,0.109029439367073,
28,0.4470562863743018,0.009105067172261037,0.0008188382513795304,0.003346630112082787,0.0640271220903108,337.67110729610664,14.94047357581842,60.562783615195464,98.34962815952849,0.7317596815840756,265.1723501776363,27.369685683156124,976.0231494309393,111.03165350658558,291.981171706922,34979.38818187682,0.5074711370924291,0.8931321654783526,0.0015686593267481672,7.933197941188824e-05,34.57241516915573,5713.191564727343,0.18055085394755166,0.3672001196673443,0.004776923587608836,0.00041581642319350444,
29,0.6079708251036315,0.007739947072117999,0.00011482442323299827,0.005564188764981711,0.02079999271583302,128.20817494384465,64.43131318349853,292.0604421301539,39.501198751152614,0.6503229943744463,170.23458449475126,76.90556982982389,1282.0538292366427,1370.3206339575745,1354.2098401900466,53325.61293753239,0.5324724617289411,0.7626434886697786,0.0015207182678674336,0.00011779265717316707,83.10928366279992,3447.470034032398,0.08993912051458375,0.0006671354091182642,0.20380821847820685,0.09761470049445967,
30,0.3435351343638247,0.0038104637007241892,0.0009800208386744344,0.0008112324818108331,0.023377317396914975,61.2438593070891,52.84235711372947,255.9379905787802,26.08602551323683,0.7017869824988054,114.64082004773265,71.56743787920695,147.15514327646468,1559.4351247895843,1306.3208611333077,62252.62140946466,0.5758236149251486,0.503394877770172,0.0018607578088341405,6.427718310858691e-05,153.67768729230346,4509.635367230334,0.2613471050550956,0.2108401719623838,0.0699192220085608,0.1143583666101351,
31,0.3443257379015514,0.0027350266267310223,0.0002303900339161258,0.002156742686470683,0.018031157805915146,272.482941158549,78.29235855510869,130.45369166859527,45.220734764676834,0.31616697234449365,143.93565675045127,90.30388707956318,1964.808025310565,197.81123317077763,80.88311877965013,77954.64121746234,0.5946806707779293,0.8510840421493033,0.0012098373851950235,0.00010102397062533054,73.19780557939598,5009.932058113294,0.03420189294151298,0.13893962076791888,0.13408523257093752,0.34844751581807915,
32,0.6078625531874683,0.0019911087658576374,0.0006863471347223463,0.006986313747868109,0.030221618214314603,271.047573656188,98.35710142839959,12.625858408845229,102.47118507479757,0.9746655341868644,94.56397403487085,52.32782827706532,148.55101112751925,1291.014574487512,1156.4489060811095,42119.91056096672,0.5716482867780954,0.5479564728584834,0.0027004473170495354,4.30221490674115e-05,95.69151977454976,7280.863130470449,0.03520208371078744,0.11390892025711956,0.01990657955544859,0.2231198632891761,
33,0.49862840469234704,0.002785419809751549,0.0005363314218175095,0.0016597326328676818,0.07540252856314787,52.4811108153026,55.056655423668325,71.45418048253777,140.26410318217643,0.866112010294251,233.0211495982721,96.69944255473666,1278.6314450719883,1344.6726735137458,1734.3794954678506,37722.37765102231,0.5303576074088433,0.55847404353387,0.0019859454756323805,8.001694591063056e-05,117.9119229372159,3701.6028812118834,0.0807766689945123,0.24839548580324428,0.06412221908172756,0.10807722142816886,
34,0.44471440822476094,0.0028992176867256945,0.00013848079186723976,0.004473089054148024,0.07431724230519253,114.57537419329417,63.00292897249696,163.28701911567046,142.97064882506697,0.5848275860001907,392.20968380606774,14.046615747398167,504.11148642755444,1140.8759523457395,265.2783842266042,32631.88586769974,0.5390490147982904,0.7647319990007875,0.0021491129265352555,2.9721889537273975e-05,59.01085168039365,13869.509545452347,0.0746407325529335,0.260561440690955,0.17107263816574908,0.04901078036560152,
35,0.4621744908541759,0.006660951392299776,0.00011723040410403065,0.0038202352929308284,0.06739547937859344,150.30848563389407,81.09857690135232,55.36133706177387,147.8451831115573,0.8321201765673543,168.10522128561075,88.0474824784289,839.3923648431283,603.9743978439611,255.0901147629694,40375.13961395289,0.5004031048143419,0.6159649071143614,0.0012988341428707747,8.785577748287508e-05,147.95757710286617,3508.3720252408525,0.04007330192173395,0.013433996382563351,0.0744746983113365,0.40984351253019036,
36,0.5588351793641129,0.002985293236609455,0.0004448799619657528,0.0017295895042068563,0.03879556627836564,172.8626818504576,55.30872162805278,114.70950810820544,97.126187975791,0.29092325617119796,332.38411076388786,75.19478175178962,1742.3526540988976,1753.1206007617402,787.3577843975922,78172.90528450524,0.564295760809759,0.6458405132935002,0.001648782926077,8.300166501606457e-05,121.21104230169882,4390.816301578822,0.2680101749204195,0.00397180138461322,0.11432531093020686,0.05485753340064761,
37,0.33787560135984185,0.0017075566581713387,0.0007807938197472693,0.005490934243181254,0.07521669101168621,26.809528736399276,70.77893926373022,71.36778216717116,90.10346822936859,0.23028044484123578,374.19586327832474,63.54830801913359,1408.580948597981,200.79038800534164,111.37353295177961,28942.931541495946,0.6243223902586574,0.6360932606314958,0.002089606240177221,3.592383527705991e-05,108.72628583579949,11054.701198857643,0.03064785448930082,0.028025073562364992,0.5762964763289222,0.027154994259570197,
38,0.6588858487798429,0.0025528009037656878,0.00028842143867902255,0.006298898040578107,0.022485861808945996,133.54042957572756,53.29598226445254,216.11704668026232,64.37313618797452,0.7394476674754566,207.31794281684142,26.476555142776643,1435.3164095055292,987.7175973539551,1577.8990900081558,21735.92478883691,0.5292528348906295,0.7129621332401058,0.0021657323061723913,8.944478384331032e-05,70.14514410237567,4218.661099880541,0.12068901970656956,0.0200259872696507,0.1630259952224933,0.0373731490214435,
39,0.42729778668130813,0.0023955428028331906,0.00071080116876602,0.005736412384068949,0.03532558267752081,310.32539067275036,29.06506359166959,38.59921735576507,92.12383168196389,0.9286703341274077,90.26581922698526,77.04580102467273,1197.439584609666,1038.4475591169416,1214.5336610486738,94285.96973065159,0.605223272474049,0.5736509714848222,0.0026676833361356433,6.438405385361158e-05,96.72675566803748,5392.436441006832,0.04559427017280998,0.2082868836916894,0.2775467696765999,0.04127428977759261,
40,0.5156442384055643,0.005592362672038128,0.0009388041831030984,0.0021592872269085963,0.034835340303196585,275.2440181444511,36.592056889554996,34.62757980798033,46.30592796646937,0.33856735083405143,145.31500535902433,75.49481057256399,1827.0623925795308,832.899977755584,1817.2737767480075,58853.63589007153,0.5129644267047271,0.7973193796175595,0.002244320683996142,3.511485637780368e-05,46.324907567806264,11647.391464901997,0.0053570052463144295,0.005221625130883413,0.43539727309023685,0.03837985812700096,
41,0.6809512560749652,0.004022196235006913,0.0009538548170546927,0.0032951831248808597,0.05364423428620928,261.9651715748491,86.1932579880622,265.8284895914592,81.99920667537214,0.2554388997015905,29.47422405264384,94.98289505792658,1616.0000926232901,294.1705067145382,329.5109598985007,71811.43636267168,0.5966343238571648,0.5460236637884491,0.002494945582621059,7.040433439702783e-05,108.56263410690605,4627.221636913679,0.005071065377548328,0.034695908032182074,0.09613127784711609,0.1831504926681883,
42,0.39888572701920133,0.003262456557732859,0.00028590151294802935,0.0029822153064560444,0.04305629583371977,263.7175515335584,41.99630874906497,297.86288132649156,99.07111957881311,0.6220999596186695,63.327763338955734,65.01977980608832,632.0098793074503,1091.1102833149703,875.2199911614022,91840.53799708502,0.542692758014036,0.8228779913633748,0.0005812835553404693,8.110101312043277e-05,165.3630667664338,5506.34214616895,0.17219380415787236,0.13539672420748874,0.059134929199292835,0.23438881541614476,
43,0.47676740878321133,0.0047047488159988535,0.0006547630405795177,0.004940250863873785,0.03757672536684068,222.01860244342546,79.94861992354643,59.52315994365963,130.02134912780932,0.8249684282414271,335.63543068494084,94.49107452378114,920.2709250655244,593.8113232000528,1467.260428570134,15982.80496498172,0.6566306471637191,0.802496113193617,0.0016324896714335314,5.77674308697559e-05,79.44130200661152,9121.810234918632,0.26483729028999414,0.04874701409303176,0.20709588781929636,0.0025523990144663785,
44,0.6218024728923097,0.0043607964274887745,0.00042123323893490823,0.0009139974703934581,0.03940870448009117,222.10479453971993,22.5146637987649,340.74977236148334,40.202496388891134,0.24229191313739712,32.45045843324503,59.370821197120335,1676.3842747548922,758.1455805888198,66.96192290638356,77175.42998307805,0.5951082006252337,0.6399207314157386,0.002526640375224618,8.745232654385805e-05,84.81069475135735,4354.624857517293,0.08437129191085685,0.07717789928354712,0.0919775589253426,0.12467077698794371,
45,0.6861454279637554,0.009317357157700589,0.0007112215677161875,0.007061594380590349,0.07431719600603588,243.77055319650333,27.49391477651374,359.4852052760421,107.48815769309422,0.13425773493978235,143.78480885088675,65.04664497714336,71.8362048060959,157.11809219179662,486.21680192873646,20794.515783555253,0.5382710326591386,0.5652781264915058,0.0012758355446842629,8.056391287734e-05,183.40780106643075,3776.788266844323,0.057156065734924356,0.20640963476046395,0.02425624504127533,0.026032626499580946,
46,0.44722564041089763,0.0051405205883690895,0.00018258316115118733,0.0016210399199267688,0.018807372510746028,159.13687661003857,25.87529265424664,272.05633475960667,29.91907948166058,0.3359987271406491,175.54106879892652,14.773180688878064,999.7373901415273,1802.994854645124,399.12569791926705,99090.81756456809,0.6071324285462629,0.7102720788395016,0.0022359791945431116,3.320341129137703e-05,78.66943342814812,12987.497229431367,0.3014017776586427,0.08671029124153085,0.10519697082040975,0.059465319868519065,
47,0.6356478285690053,0.0046142372226413405,0.0007268464545806232,0.009376951502642122,0.07561349165848522,259.8969600187241,59.88560234866716,128.0893491480452,56.91232195446996,0.42580564777787516,109.04675629936433,10.661360191397312,671.7614063629115,134.63362274139115,1782.0168737945269,19028.427405580023,0.6992471126169774,0.5390341554592155,0.0023222418762269565,4.363378687500777e-05,138.80080240990722,8638.216020225273,0.03303842951649346,0.1154118274424671,0.062210829557102255,0.1536910849149319,
48,0.35731975250155473,0.00016946615679850236,0.00029797156113340017,0.008042596648271361,0.07825265147650576,40.31662100543631,84.1068068337611,353.284034148013,56.78210521219177,0.5739004784904327,279.2729480305807,23.520389193643155,1366.5739531468332,727.2472106377104,698.4194008441432,56244.43714535118,0.523995485992625,0.7949251124470429,0.002311408895843258,7.294838427364794e-05,46.4903962087553,5710.025996763595,0.023990421405713218,0.16508445781070097,0.1476338825812309,0.3059714857008001,
49,0.6959973354278004,0.009321653952737296,0.0007368460545979945,0.004660537456816424,0.025976049672477027,276.1916294664232,57.260912509451266,23.562876337064665,138.73376859360172,0.5371903845684857,253.5543361409281,60.56978440145245,1092.850689124525,1760.700817289409,1559.8596131771337,45556.98564945624,0.7175490282591777,0.7249580306257887,0.0012901748991425441,0.00013275506996124895,152.96848356460785,3918.4411605226487,0.039475432426424324,0.02785309833361082,0.05028992084357119,0.18638421296859328,
50,0.548226772798187,0.009286509695758546,0.00020559949148088276,0.006644715762213505,0.05913552300032142,106.71876147559402,80.48573241655856,106.3775045559649,127.44068128349524,0.8903208342272547,187.54643983448221,57.72432817168174,1816.9919811487705,71.06072212842426,1360.7799039033087,93671.10549289324,0.6525087334296222,0.7051588777728726,0.0009593609802663336,5.788416898526406e-05,200.5359934213521,7949.01843229998,0.0216147459840229,0.07819226254407265,0.004919288367783167,0.34704693030593425,
51,0.332935738650393,0.0006007252634375972,0.00022542165953474088,0.0016657722812712101,0.0734828739522797,239.357952159509,47.48546352024891,84.64019363671139,139.8218265323266,0.5191695016580335,298.2488591687286,86.97873081494036,1330.3120457964026,718.8588343926208,369.4424351366776,25186.425970244672,0.5439743760712317,0.6854311885815144,0.0006065881479867879,8.932605396228403e-05,282.09811466109744,4174.112552938057,0.3631119916568338,0.07988250654062877,0.22079636763821878,0.003273395513925659,
52,0.6636643174297646,0.004137777792271934,0.0003333521057148861,0.0016851233327662078,0.045584621937590455,55.19908866143071,62.82045790093002,64.08357275643786,79.97588346622226,0.6983926976732068,52.656029587008405,93.3398007159628,1029.438962225357,46.975621128339924,963.2435721932685,58898.21029914029,0.6950582923121253,0.6792950207880051,0.0005752839321003044,9.074923121485032e-05,387.4758927704925,5202.794897592227,0.021268477292825792,0.1336305399320825,0.1803511068561367,0.0010855584891903921,
53,0.5579839239373391,0.007251274998683328,0.0004708308417879183,0.007723718019964127,0.037768978818999516,194.3920681607306,81.77816759912876,211.6379249286639,110.52663462007988,0.26018864472229136,37.464205550146026,21.766945372899457,1958.9533171960168,784.1497463933276,1697.7191298514915,62982.034318972685,0.5996750892912522,0.6939462315223894,0.0008697737190265788,3.7547032828039066e-05,211.01214824602778,11083.226476440865,0.06539695751117994,0.0445882714393015,0.11800236736880533,0.21402847974337413,
54,0.3740239507462048,0.0017939369522371289,0.0001572665504429646,0.009439889378398904,0.025608447864567438,18.915984685519753,25.69645687691704,206.8483125595808,20.828466381490703,0.9599218221084498,149.1092948088947,94.0719099886137,578.4649989951334,635.629704728699,292.1406418362262,37064.75768567815,0.5847783743384278,0.5807815250310143,0.0009050774524892156,3.907325706231044e-05,270.8606844759724,8692.095350838585,0.04203360855602856,0.20590705632082576,0.09279608401924089,0.2852393003577,
55,0.49588239813718893,0.007517068035077341,0.00048084381152567734,0.0004037675691860019,0.05120726401775014,157.9765613747964,98.21853160566468,2.88130273989896,123.53243107741963,0.2589344957340144,118.84329499786888,91.86473168445119,890.3031868283232,877.3028848699447,1909.8379598389631,31970.358482897413,0.567843310944573,0.5833492631444379,0.0018831705220255955,4.8685774599012345e-05,125.63510906546715,6803.855535816708,0.11395346985683392,0.18685005985377973,0.1797221167372382,0.02359195541495924,
56,0.3105068666662584,0.006764976641092263,0.0001359546074695333,0.0024270532401282534,0.02201769073121252,166.76558514171802,34.06157736922344,361.15425037969896,132.89868568613196,0.5082194281720132,325.3442881066007,96.23751013873385,1394.6824801102555,1991.9138503167842,588.710663098469,17760.336516339696,0.6932862321042247,0.887531396894065,0.0018153341131497136,0.0001101178919119841,42.9523873938839,5587.768593669573,0.14838096730293807,0.06146501961927626,0.22388329556051456,0.2557638508510128,
57,0.46178724232633656,0.00897671023470642,0.0007482601564631614,0.007474221605858783,0.0531403894208833,66.89837866521786,40.18020256922179,109.96273719330895,89.8262623902348,0.9865642029390997,85.16788953332068,96.61577226348906,1388.8685247108976,542.236748207114,710.8417489769472,41939.60458295661,0.593737001115682,0.7905965113050741,0.0005653284321701287,5.869573952628929e-05,219.9263159710869,7997.282349676371,0.18343639933466566,0.11902066049657736,0.15226322179439586,0.08349247604802461,
58,0.379069720038984,0.002744936753944313,0.0006141606935968222,0.006732080646426958,0.024086686418028632,246.6105736334473,67.2181806907316,3.971073784883502,89.85100737526417,0.6490888354853115,36.440434910481166,43.621649238001595,1973.696035373134,1337.8390259556343,955.8321677912514,72423.21809595502,0.6092447662342625,0.6036650156370459,0.0012914910543839466,0.00012319275671064062,186.96607621014388,2985.400774815423,0.00945196169596999,0.06510544933074992,0.326816044740956,0.2195568241933401,
