draw,f_auto,theta_roo,theta_woo,theta_lit,theta_som,theta_min,temperature_exponent,d_onset,cr_onset,d_fall,cr_fall,c_lf,lma,ceff,c_lab_0,c_fol_0,c_roo_0,c_woo_0,c_lit_0,c_som_0,f_lab,f_fol,f_roo,f_woo,failure_reason
16,0.6407030422459513,0.005062536068590345,0.00034300656668830124,0.009491623628265146,0.0009223432812212813,0.0008561351552123991,0.06073422343858359,148.28193085084075,82.73674482684403,1.852687971869572,66.38955303774338,0.3263668327438498,378.701658013011,38.65202066130864,1565.1020958389613,960.5078509886908,1292.4615973637622,96067.49341156833,1825.435981572199,48329.25964243971,0.018223395781635367,0.08258695366805961,0.028984999696301784,0.22950160860805194,|NEE| >30
18,0.5321364016926725,0.005148924151533855,0.0006457469330079005,0.008445703670910453,0.0004469381998992383,0.005961468361346563,0.056857232955997025,362.65184724110145,60.76833194616421,140.72921490064152,143.2269589591284,0.8602178243912264,379.908231948422,95.44305765598372,563.7311874037682,895.7822521809258,1568.7585034048623,63904.78990601062,1113.447203097939,82632.19314098476,0.04393911978022452,0.000372543554197851,0.05309416094680777,0.3704577740260973,|NEE| >30
19,0.5147546471118718,0.0007100663203491632,0.00041290113213335983,0.0036155120165542263,0.0005244056820764711,0.007567070875432804,0.020451026793791346,294.8007077208325,90.40947615434875,24.44042356169763,92.61686984157582,0.27681356141379254,28.6138831363266,17.559092148104106,1943.5880903224327,1255.7392920371342,653.9188908277957,73320.85617909617,663.3504899706671,114421.92530826478,0.1039079762926192,0.18733002327870474,0.08984108754581752,0.1041662657709868,|NEE| >30
20,0.6761020492659107,0.0093688753972757,0.000393080764855809,0.00040366382684688644,0.0009383024099887973,0.0017941672160315485,0.0666812672917938,89.46077904487711,91.52717244607081,205.6978089945145,108.15255283797796,0.13258953489447636,259.6410595181744,99.98654978495077,1681.2894490235624,606.0360645113739,575.2999354576774,70436.02708898704,436.2981760366162,93250.00792888096,0.05178811455444965,0.04086391180074301,0.08444720568939794,0.14679871868949873,|NEE| >30
21,0.36545384716053264,0.0005021277923614838,0.0008176241433419983,0.007712752519721505,0.0006595846515094724,0.0006574619221823294,0.07798228805763761,60.416926079277715,15.762405771353535,352.41585489651925,130.42201792086672,0.5510818439142082,287.9134886507034,65.19794866879087,430.6357819045949,540.1188181436534,216.6397221565505,99344.40259718696,1532.1037473747233,153433.86062959247,0.052397820285432405,0.09993446336453939,0.17219141733506368,0.31002245185443195,|NEE| >30
22,0.39767597269772,0.0032086268343211803,0.0007469931816709687,0.005800891796970618,0.00017212854120653452,0.003045590444280969,0.07207871523321412,314.26345434694645,22.411884019784345,276.93355599460494,102.67064435540698,0.29775365553745736,75.0751455028838,64.423805628183,1447.9510379152882,578.258801230608,1694.9230978112582,19851.9960962604,1843.7600782610557,178420.10309595417,0.34881163990071545,0.1598841972137407,0.06143551546610221,0.032192674721721694,|NEE| >30
24,0.5100761223621949,0.0013507366441284563,0.0005721302725194972,0.0085942464417436,0.00044263604534962477,0.004033339276787027,0.024917355319274807,179.55541623924785,65.34647441180198,100.78323535206358,52.23402066380667,0.956498089171478,101.89851558568355,93.74837605383667,1406.7982479202271,1415.3332218893836,1743.863704863869,2768.096689692531,701.6876726674757,125912.88793387296,0.1728797308482929,0.06599039512629008,0.072707406569213,0.1783463450940091,|NEE| >30
25,0.4301875614016883,0.0009035632817493878,0.00016358953220114015,0.003495362078871496,0.000259444450460473,0.0016350009235682004,0.0481262846416586,169.3544582750083,61.36068040533441,327.94209181445484,54.31932371935878,0.6814125333067875,338.11103533295125,43.37104485126606,202.01571183450508,914.6552664474217,1939.8424723198098,58431.299735015025,1678.5846171778287,89074.82180199465,0.12040645504377281,0.04301740961007113,0.35706838107247024,0.04932019287199751,|NEE| >30
26,0.6373079576620073,0.0023010026344655477,9.099161092862863e-05,0.0018729913128782026,0.0006296414843626969,0.0010315709967171972,0.06568366776440303,290.71015717249935,81.13796811467111,169.7825400904991,71.35444104574852,0.2993164310773016,342.8309536416791,97.64275805882302,1873.8505266177149,445.3403201416688,1999.4934076253282,31731.722968016467,660.4983714795237,122446.78494558482,0.12414154462758849,0.007683041662693992,0.016726574390599023,0.2141408816571112,|NEE| >30
27,0.6001323901876104,0.006636086136716034,0.00024401919265961246,0.009885842351232452,0.000331598549895614,0.007304019831454668,0.026398192933213493,93.07519718029322,74.59089891407847,118.77493120342449,53.37944723388036,0.8381316805391613,127.63103297578591,67.72930272708626,764.1895082528761,1815.3461360694955,1607.5764991959602,6360.023983310779,1602.065197640148,52620.246376288625,0.15432038042095192,0.12035284008367843,0.01616494994068618,0.109029439367073,|NEE| >30
28,0.4470562863743018,0.009105067172261037,0.0008188382513795304,0.003406570381343302,0.0007423986996468027,0.009249957038154136,0.021403437352230464,60.562783615195464,64.24205026428896,253.41202753897545,105.05745005921209,0.2938719441417956,198.30759003942742,14.137802432117526,291.981171706922,711.3031891903514,111.44820076938832,98284.75832821854,943.058227259551,94932.58738726043,0.18055085394755166,0.3672001196673443,0.004776923587608836,0.00041581642319350444,|NEE| >30
29,0.6079708251036315,0.007739947072117999,0.00011482442323299827,0.005604151028360255,4.5256656718732904e-05,0.003501235350793978,0.05549712685974342,292.0604421301539,23.500829904644117,219.53436565976966,73.41152816491709,0.7754708177899544,258.5863603041872,71.3782106344352,1354.2098401900466,1074.9220582213627,321.07712075744365,65695.21129527719,899.7198096629859,165136.2807424151,0.08993912051458375,0.0006671354091182642,0.20380821847820685,0.09761470049445967,|NEE| >30
32,0.6078625531874683,0.0019911087658576374,0.0006863471347223463,0.007013464074463892,0.00019720316213698666,0.007421470496772851,0.07886822542845305,12.625858408845229,67.09543582101371,354.46086222173557,48.187991344956956,0.5365205526936906,35.32065370693561,67.77338974943237,1156.4489060811095,852.8270561633042,649.5551519855094,12077.129096406221,1966.1874968170484,28654.915134493072,0.03520208371078744,0.11390892025711956,0.01990657955544859,0.2231198632891761,|NEE| >30
33,0.49862840469234704,0.002785419809751549,0.0005363314218175095,0.0017348701767157207,0.0009258546501659928,0.0014229019149584422,0.0490390292918604,71.45418048253777,93.25976374150677,309.30259628240844,94.34038319942402,0.9679112470599398,257.9122543323614,70.21239425062481,1734.3794954678506,765.6687462364782,303.3446752370681,14703.892372584027,1320.2822978124493,96182.8819955544,0.0807766689945123,0.24839548580324428,0.06412221908172756,0.10807722142816886,|NEE| >30
35,0.4621744908541759,0.006660951392299776,0.00011723040410403065,0.0038759088488503706,0.0007967216101718642,0.00410777959198517,0.06697901964315382,55.36133706177387,98.50820369261659,295.1619934520194,72.70174042853691,0.8837949685402811,171.39546580243436,36.54429081108914,255.0901147629694,818.2460103666339,52.18478195307986,29062.235551811762,699.1379474417876,110491.39032128657,0.04007330192173395,0.013433996382563351,0.0744746983113365,0.40984351253019036,|NEE| >30
36,0.5588351793641129,0.002985293236609455,0.0004448799619657528,0.0018040977068716595,0.00033547881809254515,0.004726780746390305,0.04921267489932525,114.70950810820544,63.39505321400915,70.02407456721835,127.46137025462927,0.7588381559201768,349.2512803528131,88.77820912553365,787.3577843975922,1567.3909155487524,587.906335359386,36523.66819505169,1015.4894602803199,101630.99984022013,0.2680101749204195,0.00397180138461322,0.11432531093020686,0.05485753340064761,|NEE| >30
37,0.33787560135984185,0.0017075566581713387,0.0007807938197472693,0.005531556457206649,0.0009228575700416941,0.0007183439342764527,0.059869935937236385,71.36778216717116,58.5331703126398,44.79666505395409,141.3986210927749,0.645608550186021,283.5083686632387,18.21774490933371,111.37353295177961,591.6617062278475,1091.212367533338,34089.29184271609,1413.9909810812067,15698.101222643301,0.03064785448930082,0.028025073562364992,0.5762964763289222,0.027154994259570197,|NEE| >30
39,0.42729778668130813,0.0023955428028331906,0.00071080116876602,0.005774823083311572,0.00027951693740730743,0.00849945234291422,0.03113371047426127,38.59921735576507,59.931883472128845,335.32685899700164,46.755273075661755,0.7768341766287626,241.91991818069184,56.293070868951894,1214.5336610486738,1886.748949616518,931.0717553009343,18494.33012833435,1936.5690628457708,67647.58766098306,0.04559427017280998,0.2082868836916894,0.2775467696765999,0.04127428977759261,|NEE| >30
40,0.5156442384055643,0.005592362672038128,0.0009388041831030984,0.0022299242789184286,0.0002716105930510688,0.007536642146327106,0.036318972523915666,34.62757980798033,28.211796284478794,89.8440179469654,65.10500178634143,0.7617551027888165,365.9365318717258,46.94999898889019,1817.2737767480075,1184.4864771005168,157.50785502170376,74355.51505948548,1553.8518713282376,14221.442206733993,0.0053570052463144295,0.005221625130883413,0.43539727309023685,0.03837985812700096,|NEE| >30
41,0.6809512560749652,0.004022196235006913,0.0009538548170546927,0.0033555868805125637,0.000574949513915817,0.007172203472617424,0.07048868883622063,265.8284895914592,52.922527698334555,55.26258227586165,26.491408017547947,0.951222590840953,324.3636546076177,22.462295759751736,329.5109598985007,1441.3077477286279,859.0558901990955,11594.410031165165,1780.415213279546,78636.62773472581,0.005071065377548328,0.034695908032182074,0.09613127784711609,0.1831504926681883,|NEE| >30
42,0.39888572701920133,0.003262456557732859,0.00028590151294802935,0.0030454385919834676,0.0004041933903892968,0.007220297636868814,0.04004190158268921,297.86288132649156,64.7415443237937,207.79358320136652,37.775921112985245,0.6599145258925253,130.5474004696493,58.68683105977138,875.2199911614022,1838.2809332755587,406.7713670964353,80738.77834300284,50.47670100556341,98161.66984858476,0.17219380415787236,0.13539672420748874,0.059134929199292835,0.23438881541614476,|NEE| >30
43,0.47676740878321133,0.0047047488159988535,0.0006547630405795177,0.004985834189424472,0.00031582205958554835,0.006075867687939067,0.06618682705844309,59.52315994365963,86.1686263192526,292.1868661484337,128.54514356164694,0.9464410023145389,187.3260913007851,36.08233287272968,1467.260428570134,334.79433263927734,1362.1078140815478,75648.40427010585,1000.7604599154658,55570.02174057877,0.26483729028999414,0.04874701409303176,0.20709588781929636,0.0025523990144663785,|NEE| >30
44,0.6218024728923097,0.0043607964274887745,0.00042123323893490823,0.000995853349038562,0.00034536715499424456,0.006078233234757698,0.02662121283914915,340.74977236148334,23.986343653847705,49.7934358651572,27.48348614441501,0.6049940949720033,336.2575086638424,43.552071844946354,66.96192290638356,1547.621134799745,846.2597856114537,35045.202671080704,1809.0671077007096,109754.95644504542,0.08437129191085685,0.07717789928354712,0.0919775589253426,0.12467077698794371,|NEE| >30
45,0.6861454279637554,0.009317357157700589,0.0007112215677161875,0.007088066503287734,0.0009083510368779885,0.006672851171519419,0.030051363512709463,359.4852052760421,70.56872455675754,4.851217734949459,64.59493628362893,0.6601757150555605,20.21016155271586,16.232640554172573,486.21680192873646,430.1615740884825,369.69647110163356,16403.21209125356,678.3473584224195,97181.28096929606,0.057156065734924356,0.20640963476046395,0.02425624504127533,0.026032626499580946,|NEE| >30
47,0.6356478285690053,0.0046142372226413405,0.0007268464545806232,0.00938256455216787,0.0009292569404728929,0.007115441292821575,0.05236563717352627,128.0893491480452,35.554684430017666,126.13514947559607,53.015585433121444,0.13142989074969608,138.3772467078462,15.21061921551778,1782.0168737945269,395.1580206511356,1719.434626022866,9848.780325939075,1624.2921420974421,29771.360178842708,0.03303842951649346,0.1154118274424671,0.062210829557102255,0.1536910849149319,|NEE| >30
48,0.35731975250155473,0.00016946615679850236,0.00029797156113340017,0.00806023091270135,0.0009718197776025499,0.0010890468237481012,0.0690513558188132,353.284034148013,35.46453437767123,187.74259905202,109.75764934352691,0.2564482282715307,275.23426349861865,42.14760048353229,698.4194008441432,1132.7726281060593,250.00011607051078,73757.54683364896,1614.4991955367063,83280.3757863597,0.023990421405713218,0.16508445781070097,0.1476338825812309,0.3059714857008001,|NEE| >30
49,0.6959973354278004,0.009321653952737296,0.0007368460545979945,0.0047086407229712315,0.000128733097863061,0.007562649391125186,0.05055751750651087,23.562876337064665,92.20030133403198,172.47119998049004,101.1847787136427,0.6166506816807877,221.31907513058826,89.12276442224587,1559.8596131771337,920.9492651243579,1872.8909274615487,56283.268148790725,691.3100452317403,192447.72454347258,0.039475432426424324,0.02785309833361082,0.05028992084357119,0.18638421296859328,|NEE| >30
50,0.548226772798187,0.009286509695758546,0.00020559949148088276,0.00667494354813951,0.0006635098298067966,0.0029114572174208358,0.06655683788696257,106.3775045559649,84.38201011934285,319.37346703853797,79.18214661149406,0.5889865238913503,363.95296598384874,12.320941914928376,1360.7799039033087,1874.5624512104969,1327.5467523408126,51338.429723774934,392.25633015463893,55783.10812753382,0.0216147459840229,0.07819226254407265,0.004919288367783167,0.34704693030593425,|NEE| >30
51,0.332935738650393,0.0006007252634375972,0.00022542165953474088,0.0017408554138723705,0.0008948955752400721,0.006551747093608503,0.04382331931394925,84.64019363671139,92.95357221468765,164.97451268974197,116.08295305624286,0.8734043273674756,268.09176659626115,41.76631065421004,369.4424351366776,517.208442653498,417.5173660814155,46411.43934823322,73.3518946041313,113175.14019559689,0.3631119916568338,0.07988250654062877,0.22079636763821878,0.003273395513925659,|NEE| >30
52,0.6636643174297646,0.004137777792271934,0.0003333521057148861,0.0017600321315701158,0.0004449687657322048,0.0014974969662848703,0.05438742655397402,64.08357275643786,51.521765476615414,239.53136223205402,34.2186765290028,0.935248062516305,208.82888649893394,11.226164596742723,963.2435721932685,1185.3699338568347,1684.3125719198692,44878.93144180428,45.05307909409951,115772.91811436735,0.021268477292825792,0.1336305399320825,0.1803511068561367,0.0010855584891903921,|NEE| >30
53,0.5579839239373391,0.007251274998683328,0.0004708308417879183,0.007744225064829316,0.0003189226116309293,0.005317655936609062,0.06744718212384426,211.6379249286639,72.67228550620914,57.238476204473216,29.15473518338201,0.23940085779207804,391.91504732648815,44.734079381514896,1697.7191298514915,1266.310590105765,884.5518342401504,48538.07132271677,311.27000591428344,18660.983567855248,0.06539695751117994,0.0445882714393015,0.11800236736880533,0.21402847974337413,|NEE| >30
55,0.49588239813718893,0.007517068035077341,0.00048084381152567734,0.0004902201136077496,0.0005356474724411026,0.004318230352017077,0.07877276621723567,2.88130273989896,81.67629843821359,56.71675022535,56.28109833262296,0.9209071135988309,181.4233549813364,48.96831294863385,1909.8379598389631,651.6647627240928,617.6515234314807,20916.478470323356,1227.3743820953757,38992.93966351558,0.11395346985683392,0.18685005985377973,0.1797221167372382,0.02359195541495924,|NEE| >30
57,0.46178724232633656,0.00897671023470642,0.0007482601564631614,0.007496976366166363,0.0005668237964829226,0.0018185846232569409,0.03879080621435278,109.96273719330895,58.341258577854866,359.4107084226655,45.05596317777356,0.9670977858950326,279.62561850366166,33.73803400941427,710.8417489769472,849.2534241667075,834.7626719002986,72676.47869844227,36.05336937909532,57264.497762730876,0.18343639933466566,0.11902066049657736,0.15226322179439586,0.08349247604802461,|NEE| >30
58,0.379069720038984,0.002744936753944313,0.0006141606935968222,0.006761521361324013,9.826254434494887e-05,0.006750795688456424,0.057416968920281766,3.971073784883502,58.358389721336735,219.02095556188956,28.81347830349372,0.45187714536945994,394.8189160583446,69.90177390707429,955.8321677912514,1453.4331514513608,964.7908244282203,25990.337655352207,692.4998413439979,174993.28155683604,0.00945196169596999,0.06510544933074992,0.326816044740956,0.2195568241933401,|NEE| >30
59,0.44192518702888284,0.0005438851178222493,0.0009600904527799941,0.00899772913918371,0.0006991766260478243,0.006249646127441377,0.07105515587357533,177.59146951768065,61.662108204478066,249.02866252076333,134.52104274073054,0.12948197848884377,21.876172541791473,65.41456010870408,262.4609647963965,1604.668380300349,1856.058631734218,20320.03703171257,1403.895993286433,151624.82549424583,0.059165766152554686,0.12303426363590372,0.09042445423428296,0.2854503289483759,|NEE| >30
60,0.42064161683762474,0.008896282003369841,0.0008923211082059636,0.006678783724473435,0.000597806909363022,0.0028797557268595655,0.02973303772197305,76.36792923119904,15.435320617384965,55.21132582460896,21.1589260637418,0.5961378340863503,188.69477911914618,25.098395431530978,391.71841869911486,1707.9243352900648,1938.7473404020132,23498.95518562632,455.98157809487435,40995.07004761186,0.036723058699289095,0.12625971058472807,0.16274182950160257,0.25363378437675543,|NEE| >30
61,0.6765134880342347,0.000553922673510589,0.000787873984004447,0.008626578195956658,0.00029431696216566033,0.00037513352480921945,0.0480789824411964,46.14476738269437,32.077490005165856,303.06057191266626,113.65323893579365,0.13302847984751753,107.5438272668622,97.11860650075405,1997.543727533544,1275.8586667912218,1168.401200998151,15397.820131376591,1706.2968772450938,109437.39130317864,0.003579674522616456,0.2078706697825279,0.004810424345923931,0.10722574331469699,|NEE| >30
62,0.43405916755543517,0.002309617571665169,0.0004703001950465987,0.004061815241017966,0.0005070927369192415,0.00916420118238175,0.06159250624950821,337.3594586231174,20.705379973411112,40.12658488619551,134.27033724464445,0.46976250948363674,173.72138498021036,40.9053195012731,1207.906884963481,367.24328012043594,1888.6010304998322,94150.179882165,499.4898058594434,172255.2446660638,0.10573143657718333,0.325672741767664,0.11508869471456201,0.01944795938515549,|NEE| >30
63,0.5713635259258554,0.006085982163955806,6.117039604795042e-05,0.0034050398191099876,0.0008433990245633409,0.0021569882922962535,0.04198071743019125,18.411902454372186,50.415873624492285,12.232001350463653,28.119728059982364,0.6462939131580229,132.98581017389597,49.288175209150076,1381.4094721762756,1631.4089485072311,444.14736746107997,25476.468298298267,1835.2083795336086,78960.8215409158,0.0018906574465094193,0.31460872318413163,0.01625048761334695,0.09588660583015665,|NEE| >30
64,0.5592023812322962,0.005884993850716464,0.000897666952082452,0.0007434991028870557,0.0005075238221187189,0.0019263554323966905,0.043740261698476085,45.70585664176268,10.292023659633646,320.50305603106506,52.70051663792653,0.9425634955375056,182.88955263708252,52.62495115157708,1889.310600974671,1066.3745796629364,135.01857325014583,71433.67971703038,1080.618199917924,1138.3665603370987,0.19388732306199563,0.05706511588734613,0.008363157150127502,0.18148202266823457,|NEE| >30
65,0.5500318153709207,0.003102051021382782,0.0008257154109760464,0.006406945323822047,0.000620088175996438,0.0017877339533954116,0.021167247695126606,143.86568512577588,62.74463559912419,133.72941370230257,142.7162566840339,0.39972947167396333,67.1486544830601,15.629316478872035,439.9867229227707,1492.6526474937314,318.75481171992476,2921.3924997240124,1087.0887570160035,117160.45466755715,0.07305063804926142,0.03825883004284104,0.025386720891559373,0.3132719956454174,|NEE| >30
66,0.37566544309581085,0.00990271216482121,0.00028704961102423256,0.005671368874270418,0.0008777621752454671,0.004650191100558127,0.04881948516012197,292.0923521982913,18.81134209415852,274.9080505238447,27.575551474496173,0.13539529131269434,343.51865292924225,35.46189659901523,1836.5663929423822,1821.0601628163438,1177.865681283466,87174.55147132596,1677.7595400732837,56319.87971941737,0.21148343089620802,0.2945403970671128,0.05219329965284102,0.06611742928802726,|NEE| >30
67,0.659047966499086,0.00811347115176411,0.0003488184146775649,0.0007527944547759124,0.0009102249857864019,0.0004149552821186873,0.06448958977604755,55.86013622390256,30.504001815313163,232.90035834172306,55.33655711151124,0.5672817496099494,148.8977725884285,29.67480584712671,95.59706335968107,1601.2567291661303,1098.4476475534054,158.3756116617265,1956.41167355472,93791.93019295644,0.06398727318132448,0.037269526623595346,0.14128335059834035,0.09841188309765375,|NEE| >30
68,0.49135113022301147,0.005073621557294088,0.0007090389708429266,0.0067910075496146905,0.0006119171086717902,0.002107606779088851,0.06458836994440884,93.130006234949,35.248875677790515,95.89086654383705,52.9296670930092,0.4885486217238404,247.06169213464085,48.30371561032465,1701.6219404627911,450.80731644034194,1284.657135975065,40884.51335220053,539.8948347480934,75669.9226929884,0.11761489728149628,0.015085277370330327,0.2096235712386316,0.16632512388653026,|NEE| >30
71,0.5015426648073438,0.004861207568504694,0.00028796505192437756,0.004352937519434437,0.0006545007878695217,0.00513404227918514,0.03799403115798262,335.5587560393116,29.924684144134364,345.6479580965091,132.72266993081763,0.21151883155132437,333.04439916407426,43.71843335901809,989.9852621417145,744.0670970163784,1412.6383502002648,3993.836644780519,489.10407843046784,100489.15256465338,0.0075580735119010894,0.1824634417703085,0.08897880945973329,0.21945701045071336,|NEE| >30
72,0.39228179772754235,0.0021184538348029192,0.0006565708889364479,0.008835093321243461,0.0007324351485567524,0.0019945995368654125,0.043971794282754995,34.61929280302466,22.436061072207906,238.4212509514521,132.33955556971492,0.9415610831400175,192.8334847312029,89.46517802424626,1735.1151523390586,1056.575554374629,376.12850282557395,75637.93903189227,58.50445565375731,70577.25719683342,0.06658620647736951,0.1536398280361378,0.03767940195942909,0.34981276579952114,|NEE| >30
74,0.3190761458881489,0.0031793860622698965,0.0007556051739098517,0.0053437036947884,0.0008634459424583243,0.008584936000056411,0.0756123449510925,342.3161808498222,81.34910080511808,210.45154909465197,128.34074020263165,0.7283417475367184,104.17595359963664,51.3910616607989,146.2598538893111,987.5677066680241,236.4977303440461,21719.653990298368,1452.8717767316023,85249.51467770706,0.1904780227620305,0.18091762039871437,0.18550884120574973,0.12401936974535645,|NEE| >30
75,0.654382211261577,0.0030583139900924802,0.0009410127487302791,0.0033357022112642555,0.000486626613589488,0.003511680526284464,0.07277315002414804,255.92549147560206,24.069852113559836,26.71369107997959,44.25365509172873,0.548375645417934,203.62143553297796,88.1339512429825,1169.3511931774706,123.95830779212092,1992.9379374725381,98740.66994294182,574.9627403655784,84995.60267498059,0.26411837417930134,0.0029693932329318677,0.07046460829242067,0.008065413033769156,|NEE| >30
77,0.5397092223714681,0.004737489888017922,0.00010240951611456259,0.0008849635009214665,0.0006418545942167377,0.009420171911750411,0.021171333261901033,155.1513629115773,37.7588312542036,20.60354115785033,59.03000495003564,0.35588464217602667,94.51155441538435,67.49525906101582,145.2030668616119,592.7304694442917,760.5855169501843,33127.82050566627,1747.5762510824122,162853.27974093746,0.052307539705691505,0.019322628750024586,0.32981075715755004,0.05884985201526573,|NEE| >30
78,0.42703910358349184,0.0057959899129833665,0.00041087882643158413,0.005711797833843868,0.0003236297266402742,0.005139221922486685,0.03528825936990628,99.4149798015604,39.05079968733209,142.29778335948043,129.9834179366449,0.2109088999120096,31.15391571536228,53.12611084509323,1870.1674021509095,773.955056187283,720.6358836961924,94045.44072419619,237.98204616401858,114035.81672430076,0.14886266077577404,0.1482395064360363,0.01478642559380299,0.26107230361089484,|NEE| >30
